id,type,name,wikidata_url,local_qid
,Movie,"Crime et peinture à l’âge baroque - L’affaire Artemisia
                            Gentileschi",https://www.wikidata.org/wiki/Q134297260,Q7265
,Movie,"""Salvator Mundi"" ou la folle ascension d’un tableau",https://www.wikidata.org/wiki/Q134305141,Q8652
,Movie,For Years to Come,https://www.wikidata.org/wiki/Q134313429,Q7267
,Movie,L'avenir de la musique,https://www.wikidata.org/wiki/Q134313870,Q7268
,TVSeries,"Ville.Climat.Durabilité - Voyage dans le futur de la
                            construction",https://www.wikidata.org/wiki/Q134347292,Q7269
,Movie,En chair et en nu - Une histoire de la sculpture,https://www.wikidata.org/wiki/Q134653334,Q7270
,Movie,Le visage dans l’art : portraits et autoportraits de femmes,https://www.wikidata.org/wiki/Q134652378,Q7271
,TVSeries,Lost Boys & Fairies,https://www.wikidata.org/wiki/Q125988993,Q7272
,Movie,"Monuments Sacrés - Églises, la quête de la lumière",https://www.wikidata.org/wiki/Q134732296,Q7273
,Movie,"David Hockney, le temps retrouvé",https://www.wikidata.org/wiki/Q134732270,Q7274
,Movie,Évanouis,https://www.wikidata.org/wiki/Q126487478,Q7275
,Movie,Homem com H,https://www.wikidata.org/wiki/Q132778669,Q7276
,Movie,"Le Petit Prince, naissance d'une étoile",https://www.wikidata.org/wiki/Q125584547,Q7277
,Movie,Long Story Short,https://www.wikidata.org/wiki/Q134427756,Q7278
,Movie,Boots,https://www.wikidata.org/wiki/Q135993124,Q7279
,TVSeries,Arcane: League of Legends,https://www.wikidata.org/wiki/Q85518571,Q7280
,Movie,"Homos en politique, le dire ou pas ?",https://www.wikidata.org/wiki/Q136659377,Q7281
,Movie,Frankenstein,https://www.wikidata.org/wiki/Q124393045,Q7282
,Movie,Devenir Lucky Love,https://www.wikidata.org/wiki/Q136800855,Q7283
,Movie,Wicked: For Good,https://www.wikidata.org/wiki/Q114817050,Q7284
,Movie,Le bataillon sacré de Thèbes : les autres 300,https://www.wikidata.org/wiki/Q136937769,Q7285
,Movie,M. C. Escher - L'explorateur de l'infini,https://www.wikidata.org/wiki/Q136959281,Q7286
,Movie,"Nicolas de Staël, la peinture à vif",https://www.wikidata.org/wiki/Q137205489,Q7287
,Movie,Bellotto alias Canaletto,https://www.wikidata.org/wiki/Q137205443,Q7288
,Movie,"Henri Matisse, peindre de nouveaux horizons",https://www.wikidata.org/wiki/Q137168474,Q7289
,Movie,Goodbye June,https://www.wikidata.org/wiki/Q133311073,Q7290
,Movie,Angela's Christmas,https://www.wikidata.org/wiki/Q59385587,Q7291
,Movie,Angela's Christmas Wish,https://www.wikidata.org/wiki/Q103791249,Q7292
,Movie,That Christmas,https://www.wikidata.org/wiki/Q112726939,Q7293
,Movie,Alien Xmas,https://www.wikidata.org/wiki/Q102396311,Q7294
,Movie,Forgive Us Our Trespasses,https://www.wikidata.org/wiki/Q111010055,Q7295
,Movie,Flashback,https://www.wikidata.org/wiki/Q123151594,Q7296
,Movie,Avicii – My Last Show,https://www.wikidata.org/wiki/Q131256117,Q7297
,Movie,Freddie Mercury: The Great Pretender,https://www.wikidata.org/wiki/Q5496764,Q7298
,Movie,"Rihanna, ambassadrice pop",https://www.wikidata.org/wiki/Q138301947,Q7299
,Movie,L’algorithme de l’amour,https://www.wikidata.org/wiki/Q138301985,Q7300
,Movie,I Wish You Had Told Me,https://www.wikidata.org/wiki/Q137860064,Q7301
,Movie,Le son des souvenirs,https://www.wikidata.org/wiki/Q118765520,Q7302
,Movie,This is I,https://www.wikidata.org/wiki/Q138299163,Q7303
